"site","habitat","treatment","Cercado","plot","sampling_unit","year","date","variable_type","variable_name","level","Intervalo","observation","Grado de ramoneo","sampling_num","units","comments","author_code"
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",290,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",80,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",560,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",105,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",130,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",280,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",200,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",100,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",200,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",30,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Arbutus_unedo",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_australis",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",170,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",80,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",90,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",170,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",100,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T52",2021,2021-06-07,"vegetation","browsing_degree","Erica_australis",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Erica_australis",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",65,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",130,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",35,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Pinus_pinaster",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",240,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",105,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",130,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",80,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",110,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",110,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Helichrysum_stoechas",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",30,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",80,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Pinus_pinaster",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",110,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",340,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Herbs",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",30,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",540,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",180,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T53",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",45,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",100,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",100,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",80,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",90,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Quercus_ilex",30,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",370,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",200,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",30,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Quercus_faginea",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",130,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",10,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Herbs",280,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",110,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",210,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T64",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",80,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",120,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",120,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",510,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Herbs",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Herbs",20,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",230,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Herbs",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",230,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",30,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Herbs",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",40,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Quercus_ilex",15,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Herbs",25,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",115,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Thymus_mastichina",130,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",60,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",100,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Herbs",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Herbs",90,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",130,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Cistus_ladanifer",230,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",50,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Rosmarinus_officinalis",180,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","scrub","control","C",NA,"T65",2021,2021-06-07,"vegetation","browsing_degree","Erica_arborea",70,0,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Erica_scoparia",40,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Erica_scoparia",20,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",25,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Herbs",20,NA,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Erica_arborea",60,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Herbs",100,NA,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",120,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",120,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",30,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",15,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Quercus_ilex",60,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Quercus_ilex",70,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",100,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",70,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",160,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T16",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",130,2,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",20,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",50,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",15,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Quercus_ilex",10,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Quercus_ilex",25,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Quercus_ilex",16,5,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",22,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",120,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",110,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",20,3,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",160,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",90,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Cistus_ladanifer",220,4,NA,NA,"browsing semi-cuantitative index",NA,NA
"toledo","forest","hyper","A",NA,"T17",2022,2022-06-06,"vegetation","browsing_degree","Rosmarinus_officinalis",10,3,NA,NA,"browsing semi-cuantitative index",NA,NA
